Event	ID	Name			Wwise Object Path	Notes
	87439343	Stop_Testing_Audio			\Default Work Unit\Testing\Stop_Testing_Audio	
	352180650	Play_GraduallyIncreasingHighPitch			\Default Work Unit\Horror Stems\Play_GraduallyIncreasingHighPitch	
	359053976	Play_MusicBox2			\Default Work Unit\Horror Stems\Play_MusicBox2	
	359053977	Play_MusicBox3			\Default Work Unit\Horror Stems\Play_MusicBox3	
	359053979	Play_MusicBox1			\Default Work Unit\Horror Stems\Play_MusicBox1	
	452547817	Stop_All			\Default Work Unit\Stop_All	
	672662027	Play_PanFlute			\Default Work Unit\Horror Stems\Play_PanFlute	
	845845902	Play_ShepardsTone			\Default Work Unit\Horror Stems\Play_ShepardsTone	
	1291943636	Play_BaseBass			\Default Work Unit\Horror Stems\Play_BaseBass	
	1323035329	Play_Dirt_Footsteps			\Default Work Unit\Walking\Play_Dirt_Footsteps	
	1329546286	Play_WhistleBreathing			\Default Work Unit\Horror Stems\Play_WhistleBreathing	
	1401754570	Play_Special_Click			\Default Work Unit\UI\Play_Special_Click	
	1771244861	Play_Wind_in_Branches			\Default Work Unit\Wind\Play_Wind_in_Branches	
	1795348239	Play_LowCello			\Default Work Unit\Horror Stems\Play_LowCello	
	1918741923	Play_WawaDistortion			\Default Work Unit\Horror Stems\Play_WawaDistortion	
	1931726204	Play_2D_Music			\Default Work Unit\2D_Music\Play_2D_Music	
	2034692297	Play_Button_Select			\Default Work Unit\UI\Play_Button_Select	
	2047366256	Stop_EyeBeam_Default			\Default Work Unit\Eye Beam\Stop_EyeBeam_Default	
	2142483231	Play_EyeBeam_Intensified2			\Default Work Unit\Play_EyeBeam_Intensified2	
	2289315611	Stop_Horror_Test			\Default Work Unit\Horror_Test\Stop_Horror_Test	
	2367458202	Stop_2D_Music			\Default Work Unit\2D_Music\Stop_2D_Music	
	2379313215	Play_EyeBeam_Intensified			\Default Work Unit\Eye Beam\Play_EyeBeam_Intensified	
	2576967453	Play_PulseToSiren			\Default Work Unit\Horror Stems\Play_PulseToSiren	
	2946897393	Play_Testing_Audio			\Default Work Unit\Testing\Play_Testing_Audio	
	3026825475	Stop_Wind_in_Branches			\Default Work Unit\Wind\Stop_Wind_in_Branches	
	3080773409	Stop_EyeBeam_Intensified2			\Default Work Unit\Stop_EyeBeam_Intensified2	
	3111061815	Fade_Out_2D_Music			\Default Work Unit\2D_Music\Fade_Out_2D_Music	
	3133528005	Play_Growl			\Default Work Unit\Horror Stems\Play_Growl	
	3227116378	Play_EyeBeam_Default			\Default Work Unit\Eye Beam\Play_EyeBeam_Default	
	3359382657	Stop_EyeBeam_Intensified			\Default Work Unit\Eye Beam\Stop_EyeBeam_Intensified	
	3606198378	Play_Choke			\Default Work Unit\Horror Stems\Play_Choke	
	3808321334	Play_Jump_Landing			\Default Work Unit\Walking\Play_Jump_Landing	
	3854155799	Play_Footsteps			\Default Work Unit\Walking\Play_Footsteps	
	4119780300	Play_EtherealTone			\Default Work Unit\Horror Stems\Play_EtherealTone	
	4172395845	Play_Horror_Test			\Default Work Unit\Horror_Test\Play_Horror_Test	
	4207504401	Play_CreepyOrgan			\Default Work Unit\Horror Stems\Play_CreepyOrgan	
	4250637632	Play_DeepHitToBreath2			\Default Work Unit\Horror Stems\Play_DeepHitToBreath2	
	4250637633	Play_DeepHitToBreath3			\Default Work Unit\Horror Stems\Play_DeepHitToBreath3	
	4250637635	Play_DeepHitToBreath1			\Default Work Unit\Horror Stems\Play_DeepHitToBreath1	
	4250637638	Play_DeepHitToBreath4			\Default Work Unit\Horror Stems\Play_DeepHitToBreath4	

Game Parameter	ID	Name			Wwise Object Path	Notes
	215992295	Player_Health			\Default Work Unit\Player_Health	
	429408522	EtherealToneVol			\Default Work Unit\HorrorStemsRTPCs\EtherealToneVol	
	452215995	GrowlVol			\Default Work Unit\HorrorStemsRTPCs\GrowlVol	
	1122702348	DeepHitToBreath4Vol			\Default Work Unit\HorrorStemsRTPCs\DeepHitToBreath4Vol	
	1419528906	BaseBassVol			\Default Work Unit\HorrorStemsRTPCs\BaseBassVol	
	1477291085	MusicBox1Vol			\Default Work Unit\HorrorStemsRTPCs\MusicBox1Vol	
	2127858551	MusicBox3Vol			\Default Work Unit\HorrorStemsRTPCs\MusicBox3Vol	
	2215379557	DeepHitToBreath3Vol			\Default Work Unit\HorrorStemsRTPCs\DeepHitToBreath3Vol	
	2335835475	PanFluteVol			\Default Work Unit\HorrorStemsRTPCs\PanFluteVol	
	2412606391	CreepyOrganVol			\Default Work Unit\HorrorStemsRTPCs\CreepyOrganVol	
	2685063653	PulseToSirenVol			\Default Work Unit\HorrorStemsRTPCs\PulseToSirenVol	
	2829592975	DeepHitToBreath1Vol			\Default Work Unit\HorrorStemsRTPCs\DeepHitToBreath1Vol	
	2912448678	GradIncHighPitchVol			\Default Work Unit\HorrorStemsRTPCs\GradIncHighPitchVol	
	3844727424	WhistleBreathingVol			\Default Work Unit\HorrorStemsRTPCs\WhistleBreathingVol	
	3949021176	MusicBox2Vol			\Default Work Unit\HorrorStemsRTPCs\MusicBox2Vol	
	4026379618	ChokeVol			\Default Work Unit\HorrorStemsRTPCs\ChokeVol	
	4036542190	DeepHitToBreath2Vol			\Default Work Unit\HorrorStemsRTPCs\DeepHitToBreath2Vol	
	4064624855	LowCelloVol			\Default Work Unit\HorrorStemsRTPCs\LowCelloVol	
	4222622707	WawaDistortionVol			\Default Work Unit\HorrorStemsRTPCs\WawaDistortionVol	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	309432596	dirt9	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\dirt9_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Dirt\dirt9		26860
	400889494	Choke	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\Choke_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\Choke\Choke		15462436
	402796264	dirt1	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\dirt1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Dirt\dirt1		25480
	416008110	dirt6	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\dirt6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Dirt\dirt6		32864
	425600712	DeepHitToBreath3	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\DeepHitToBreath3_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\DeepHitToBreath3\DeepHitToBreath3		3344640
	430397931	HijoMioRev3	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\HijoMioRev3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Hijo Mio\HijoMioRev3		211776
	441570897	Step8	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Step8_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Footsteps\Step8		23840
	443098611	Growl	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\Growl_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\Growl\Growl		7634156
	447533665	Step1	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Step1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Footsteps\Step1		23844
	468227711	Step6	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Step6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Footsteps\Step6		23844
	482014655	dirt3	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\dirt3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Dirt\dirt3		11634
	513019750	Jump Landing	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\WIP Jump or Land Placeholder_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Jump Landing		12018
	556952082	Step7	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Step7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Footsteps\Step7		23844
	560556572	DiosProtegemeRev1	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\DiosProtegemeRev1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Dios Protegeme\DiosProtegemeRev1		214420
	567021774	Step5	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Step5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Footsteps\Step5		23844
	587648693	dirt4	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\dirt4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Dirt\dirt4		11174
	600366808	MeOyesRev3	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\MeOyesRev3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\MeOyes\MeOyesRev3		154444
	627323670	DiosProtegemeRev3	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\DiosProtegemeRev3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Dios Protegeme\DiosProtegemeRev3		236472
	627698659	HijoMioRev4	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\HijoMioRev4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Hijo Mio\HijoMioRev4		154444
	648441544	BaseBass	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\BaseBass_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\BaseBass\BaseBass\BaseBass		14579556
	656878381	dirt2	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\dirt2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Dirt\dirt2		17634
	672950188	GraduallyIncreasingHighPitch	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\GraduallyIncreasingHighPitch_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\GraduallyIncreasingHighPitch\GraduallyIncreasingHighPitch		747148
	685135932	AlInfernoTeVasRev2	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\AlInfernoTeVasRev2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Al inferno te vas\AlInfernoTeVasRev2		307912
	695878958	MusicBox1	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\MusicBox1_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\MusicBox1\MusicBox1		854752
	702206143	WhistleBreathing	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\WhistleBreathing_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\WhistleBreathing\WhistleBreathing		3128548
	706803607	DejaloRespirarRev2	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\DejaloRespirarRev2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Dejalo Respirar\DejaloRespirarRev2		285864
	709093758	DiosProtegemeRev2	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\DiosProtegemeRev2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Dios Protegeme\DiosProtegemeRev2		214420
	720207293	MuestramePiedadRev1	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\MuestramePiedadRev1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Muestrame Piedad\MuestramePiedadRev1		229416
	726649052	EtherealTone	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\EtherialTone_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\EtherealTone\EtherealTone		3325236
	728844885	SatanasMeLlamaNorm	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\SatanasMeLlamaNorm_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Satanas Me Llama\SatanasMeLlamaNorm		250584
	748295014	MuestramePiedadRev2	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\MuestramePiedadRev2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Muestrame Piedad\MuestramePiedadRev2		247056
	761734425	HijoMioNorm	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\HijoMioNorm_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Hijo Mio\HijoMioNorm		176496
	769564896	DejaloRespirarNorm	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\DejaloRespirarNorm_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Dejalo Respirar\DejaloRespirarNorm		273516
	794721413	Step4	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Step4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Footsteps\Step4		23844
	795595669	DeepHitToBreath2	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\DeepHitToBreath2_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\DeepHitToBreath2\DeepHitToBreath2		2258016
	797256899	AlInfernoTeVasRev1	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\AlInfernoTeVasRev1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Al inferno te vas\AlInfernoTeVasRev1		308792
	800309362	DiosProtegemeNorm	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\DiosProtegemeNorm_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Dios Protegeme\DiosProtegemeNorm		156208
	800918199	Step2	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Step2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Footsteps\Step2		23844
	804560681	SatanasMeLlamaRev2	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\SatanasMeLlamaRev2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Satanas Me Llama\SatanasMeLlamaRev2		241764
	805324008	AlIAlInfernoTeVasRev4	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\AlIAlInfernoTeVasRev4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Al inferno te vas\AlIAlInfernoTeVasRev4		307032
